[25/Jan/14, 03:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 65
[25/Jan/14, 09:20:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:20:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:23:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:24:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:25:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:25:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:26:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:26:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:28:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:29:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:30:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:30:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:31:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.8, humidity: 64
[25/Jan/14, 09:32:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:34:01] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:34:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:34:58] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:39:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:39:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:40:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:43:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:44:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:45:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:46:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:48:55] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:48:56] (LamPI-daemon) address: 1, channel: 0, temperature: 3.9, humidity: 64
[25/Jan/14, 09:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:51:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:51:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:52:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:52:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:54:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:56:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:58:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 09:59:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.0, humidity: 63
[25/Jan/14, 10:00:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.1, humidity: 63
[25/Jan/14, 10:01:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.1, humidity: 63
[25/Jan/14, 10:04:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.1, humidity: 63
[25/Jan/14, 10:05:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.1, humidity: 63
[25/Jan/14, 10:05:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.1, humidity: 63
[25/Jan/14, 10:06:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.1, humidity: 63
[25/Jan/14, 10:10:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.1, humidity: 63
[25/Jan/14, 10:11:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.2, humidity: 63
[25/Jan/14, 10:12:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.2, humidity: 63
[25/Jan/14, 10:13:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.2, humidity: 63
[25/Jan/14, 10:15:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:15:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:20:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:21:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:24:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:25:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:26:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:27:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:28:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.3, humidity: 63
[25/Jan/14, 10:30:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.4, humidity: 63
[25/Jan/14, 10:32:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.4, humidity: 63
[25/Jan/14, 10:33:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:34:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.4, humidity: 63
[25/Jan/14, 10:35:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:37:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:38:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:41:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:43:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:44:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:45:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:46:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:46:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:48:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:51:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.5, humidity: 63
[25/Jan/14, 10:52:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.6, humidity: 63
[25/Jan/14, 10:53:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.6, humidity: 63
[25/Jan/14, 10:56:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.6, humidity: 63
[25/Jan/14, 10:57:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.6, humidity: 63
[25/Jan/14, 10:58:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.6, humidity: 63
[25/Jan/14, 11:00:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.6, humidity: 63
[25/Jan/14, 11:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.7, humidity: 63
[25/Jan/14, 11:05:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.6, humidity: 63
[25/Jan/14, 11:06:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.8, humidity: 63
[25/Jan/14, 11:06:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.8, humidity: 63
[25/Jan/14, 11:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 4.8, humidity: 63
[25/Jan/14, 11:09:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.8, humidity: 63
[25/Jan/14, 11:13:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.9, humidity: 63
[25/Jan/14, 11:15:56] (LamPI-daemon) address: 1, channel: 0, temperature: 4.9, humidity: 63
[25/Jan/14, 11:17:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.0, humidity: 63
[25/Jan/14, 11:20:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.0, humidity: 63
[25/Jan/14, 11:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.0, humidity: 63
[25/Jan/14, 11:23:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:24:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:27:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:28:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:30:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:31:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:33:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:34:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:35:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:38:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.1, humidity: 63
[25/Jan/14, 11:42:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.2, humidity: 63
[25/Jan/14, 11:43:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.3, humidity: 63
[25/Jan/14, 11:45:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.3, humidity: 63
[25/Jan/14, 11:46:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.3, humidity: 63
[25/Jan/14, 11:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.3, humidity: 63
[25/Jan/14, 11:50:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.4, humidity: 63
[25/Jan/14, 11:53:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.4, humidity: 63
[25/Jan/14, 11:53:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.4, humidity: 63
[25/Jan/14, 11:54:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 11:56:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 11:57:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 11:57:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 11:59:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.4, humidity: 63
[25/Jan/14, 12:00:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 12:01:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 12:01:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 12:03:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 12:03:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 12:05:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 12:05:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.5, humidity: 63
[25/Jan/14, 12:08:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.6, humidity: 63
[25/Jan/14, 12:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.6, humidity: 63
[25/Jan/14, 12:09:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.6, humidity: 63
[25/Jan/14, 12:10:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.6, humidity: 63
[25/Jan/14, 12:11:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.7, humidity: 63
[25/Jan/14, 12:17:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 63
[25/Jan/14, 12:18:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 63
[25/Jan/14, 12:19:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.9, humidity: 63
[25/Jan/14, 12:19:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.9, humidity: 63
[25/Jan/14, 12:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 63
[25/Jan/14, 12:21:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 63
[25/Jan/14, 12:22:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 62
[25/Jan/14, 12:24:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 62
[25/Jan/14, 12:27:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 63
[25/Jan/14, 12:29:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 62
[25/Jan/14, 12:30:56] (LamPI-daemon) address: 1, channel: 0, temperature: 5.8, humidity: 62
[25/Jan/14, 12:31:55] (LamPI-daemon) address: 1, channel: 0, temperature: 5.9, humidity: 62
[25/Jan/14, 12:33:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.0, humidity: 62
[25/Jan/14, 12:34:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.0, humidity: 62
[25/Jan/14, 12:35:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.0, humidity: 62
[25/Jan/14, 12:37:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.1, humidity: 62
[25/Jan/14, 12:38:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.1, humidity: 62
[25/Jan/14, 12:40:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.1, humidity: 62
[25/Jan/14, 12:40:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.1, humidity: 62
[25/Jan/14, 12:44:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.3, humidity: 61
[25/Jan/14, 12:45:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.3, humidity: 61
[25/Jan/14, 12:46:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.2, humidity: 61
[25/Jan/14, 12:47:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.3, humidity: 61
[25/Jan/14, 12:48:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.3, humidity: 61
[25/Jan/14, 12:48:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.3, humidity: 61
[25/Jan/14, 12:49:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.3, humidity: 61
[25/Jan/14, 12:50:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.3, humidity: 61
[25/Jan/14, 12:52:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.4, humidity: 61
[25/Jan/14, 12:53:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.4, humidity: 61
[25/Jan/14, 12:56:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.5, humidity: 61
[25/Jan/14, 12:57:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.4, humidity: 61
[25/Jan/14, 12:58:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.4, humidity: 61
[25/Jan/14, 12:58:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.4, humidity: 61
[25/Jan/14, 12:58:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.4, humidity: 61
[25/Jan/14, 12:59:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.5, humidity: 61
[25/Jan/14, 13:00:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.5, humidity: 61
[25/Jan/14, 13:01:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.5, humidity: 61
[25/Jan/14, 13:04:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.5, humidity: 61
[25/Jan/14, 13:06:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.5, humidity: 61
[25/Jan/14, 13:07:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.6, humidity: 61
[25/Jan/14, 13:07:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.6, humidity: 61
[25/Jan/14, 13:09:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.6, humidity: 61
[25/Jan/14, 13:13:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:16:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:17:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:19:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:20:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:22:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:23:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:23:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:24:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:25:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:27:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:32:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:35:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:35:56] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:36:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:39:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.9, humidity: 61
[25/Jan/14, 13:42:55] (LamPI-daemon) address: 1, channel: 0, temperature: 6.8, humidity: 61
[25/Jan/14, 13:46:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.0, humidity: 61
[25/Jan/14, 13:46:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.0, humidity: 61
[25/Jan/14, 13:47:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.0, humidity: 61
[25/Jan/14, 13:49:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.0, humidity: 61
[25/Jan/14, 13:50:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.0, humidity: 61
[25/Jan/14, 13:51:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.0, humidity: 61
[25/Jan/14, 13:54:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.0, humidity: 60
[25/Jan/14, 13:56:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.0, humidity: 60
[25/Jan/14, 13:59:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.1, humidity: 61
[25/Jan/14, 14:00:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.2, humidity: 59
[25/Jan/14, 14:01:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.1, humidity: 61
[25/Jan/14, 14:01:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.1, humidity: 61
[25/Jan/14, 14:01:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.9, humidity: 54
[25/Jan/14, 14:02:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.2, humidity: 61
[25/Jan/14, 14:03:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.2, humidity: 61
[25/Jan/14, 14:04:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 61
[25/Jan/14, 14:04:59] (LamPI-daemon) address: 14, channel: 1, temperature: 21.1, humidity: 47
[25/Jan/14, 14:06:58] (LamPI-daemon) address: 14, channel: 1, temperature: 21.1, humidity: 45
[25/Jan/14, 14:07:58] (LamPI-daemon) address: 14, channel: 1, temperature: 21.0, humidity: 45
[25/Jan/14, 14:08:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 61
[25/Jan/14, 14:08:59] (LamPI-daemon) address: 14, channel: 1, temperature: 21.0, humidity: 45
[25/Jan/14, 14:09:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 60
[25/Jan/14, 14:10:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 61
[25/Jan/14, 14:11:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.9, humidity: 44
[25/Jan/14, 14:12:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 61
[25/Jan/14, 14:12:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 61
[25/Jan/14, 14:12:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.9, humidity: 44
[25/Jan/14, 14:14:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 61
[25/Jan/14, 14:15:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 61
[25/Jan/14, 14:17:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:18:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:18:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:19:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:19:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:20:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:21:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:21:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:23:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 60
[25/Jan/14, 14:23:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:25:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:26:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:27:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:28:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.5, humidity: 60
[25/Jan/14, 14:28:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:29:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:30:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.5, humidity: 60
[25/Jan/14, 14:30:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:31:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:31:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:32:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 60
[25/Jan/14, 14:32:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 60
[25/Jan/14, 14:32:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 60
[25/Jan/14, 14:32:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.8, humidity: 43
[25/Jan/14, 14:33:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 60
[25/Jan/14, 14:34:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.5, humidity: 60
[25/Jan/14, 14:34:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.5, humidity: 60
[25/Jan/14, 14:34:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 43
[25/Jan/14, 14:36:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.5, humidity: 60
[25/Jan/14, 14:36:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 43
[25/Jan/14, 14:36:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 43
[25/Jan/14, 14:37:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.5, humidity: 60
[25/Jan/14, 14:37:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 43
[25/Jan/14, 14:38:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:38:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:39:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 60
[25/Jan/14, 14:39:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:40:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:40:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:41:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 59
[25/Jan/14, 14:42:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:42:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:42:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:43:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:43:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:43:58] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:44:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:45:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.4, humidity: 60
[25/Jan/14, 14:45:59] (LamPI-daemon) address: 14, channel: 1, temperature: 20.7, humidity: 42
[25/Jan/14, 14:46:55] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
[25/Jan/14, 14:46:56] (LamPI-daemon) address: 1, channel: 0, temperature: 7.3, humidity: 60
